PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Cho, Namjae	Mahdavi, I; Mohebbi, S; Cho, N							Understanding Supply Network Coordination								ELECTRONIC SUPPLY NETWORK COORDINATION IN INTELLIGENT AND DYNAMIC ENVIRONMENTS: MODELING AND IMPLEMENTATION								1	23		10.4018/978-1-60566-808-6.ch001	10.4018/978-1-60566-808-6			2011	2011										1	0	0	0	0	0	1					978-1-60566-809-3; 978-1-60566-808-6	WOS:000363476100003		
J	Loukis, Euripidis; Spinellis, Diomidis; Katsigiannis, Anastasios				Spinellis, Diomidis/E-3600-2010	Spinellis, Diomidis/0000-0003-4231-1897			Barriers to the Adoption of B2B e-Marketplaces by Large Enterprises: Lessons Learned From the Hellenic Aerospace Industry								INFORMATION SYSTEMS MANAGEMENT				28	2			130	146	PII 936110564	10.1080/10580530.2011.562129				2011	2011										21	0	0	0	0	0	21			1058-0530	1934-8703		WOS:000289568800003		
J	Moyaux, Thierry; McBurney, Peter; Wooldridge, Michael				Moyaux, Thierry/H-5769-2012; Wooldridge, Michael J/A-1329-2012	McBurney, Peter/0000-0001-5547-5239			A supply chain as a network of auctions								DECISION SUPPORT SYSTEMS				50	1			176	190		10.1016/j.dss.2010.07.013				DEC 2010	2010										9	0	0	0	0	0	9			0167-9236	1873-5797		WOS:000284654800015		
J	Renna, Paolo				Renna, Paolo/S-9187-2019	Renna, Paolo/0000-0003-0313-6328			Negotiation policies and coalition tools in e-marketplace environment								COMPUTERS & INDUSTRIAL ENGINEERING				59	4			619	629		10.1016/j.cie.2010.07.007				NOV 2010	2010										13	0	0	0	0	1	14			0360-8352	1879-0550		WOS:000284747000016		
J	Markus, Gaertner; Ingo, Seidel; Josef, Froschauer; Helmut, Berger					Wolfartsberger, Josef/0000-0002-3693-3123			The formation of virtual organizations by means of electronic institutions in a 3D e-Tourism environment								INFORMATION SCIENCES				180	17			3157	3169		10.1016/j.ins.2010.03.010				SEP 1 2010	2010										15	0	0	0	0	0	15			0020-0255	1872-6291		WOS:000280022100007		
J	Renna, Paolo; Argoneto, Pierluigi				Renna, Paolo/S-9187-2019	Renna, Paolo/0000-0003-0313-6328			Production planning and automated negotiation for SMEs: An agent based e-procurement application								INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS				127	1			73	84		10.1016/j.ijpe.2010.04.035				SEP 2010	2010										21	0	0	0	0	2	23			0925-5273			WOS:000281345300007		
J	O'Reilly, Philip; Finnegan, Patrick					O'Reilly, Philip/0000-0001-9286-2107			Intermediaries in inter-organisational networks: building a theory of electronic marketplace performance								EUROPEAN JOURNAL OF INFORMATION SYSTEMS				19	4			462	480		10.1057/ejis.2010.12				AUG 2010	2010										20	0	0	0	0	0	20			0960-085X	1476-9344		WOS:000280983800009		
J	Zahedi, Fatemeh ''Mariam''; Bansal, Gaurav; Ische, John								Success Factors in Cooperative Online Marketplaces: Trust as the Social Capital and Value Generator in Vendors-Exchange Relationships								JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE				20	4			295	327	PII 928528204	10.1080/10919392.2010.516626				2010	2010										7	0	0	0	0	1	8			1091-9392	1532-7744		WOS:000283369700001		
J	Sepehri, M.; Fayazbakhshi, K.; Ghasemzadeh, F.								A Corporate Supply Optimizer with Flow Network								SCIENTIA IRANICA TRANSACTION E-INDUSTRIAL ENGINEERING				17	1			70	83						JAN-JUN 2010	2010										1	0	0	0	0	0	1			1026-3098			WOS:000279693000007		
J	McKelvey, Bill; Wycisk, Christine; Huelsmann, Michael								Designing an electronic auction market for complex 'smart parts' logistics: Options based on LeBaron's computational stock market								INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS				120	2	SI		476	494		10.1016/j.ijpe.2009.03.006				AUG 2009	2009										16	0	0	0	0	0	16			0925-5273	1873-7579		WOS:000270078800019		
J	Gunasekaran, Angappa; Ngai, Eric W. T.				Ngai, Eric/ABC-2167-2020; Ngai, Eric/L-8152-2015	Ngai, Eric/0000-0002-7278-7434; NGAI, WT Eric/0000-0001-6891-6750			Modeling and analysis of build-to-order supply chains								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				195	2			319	334		10.1016/j.ejor.2008.03.026				JUN 1 2009	2009										64	2	0	0	1	0	66			0377-2217			WOS:000261872600001		
J	Fayazbakhsh, K.; Sepehri, M.; Razzazi, M.								Supply chain coordination with flow networks								SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT				40	2			27	33		10.4102/sajbm.v40i2.538				JUN 2009	2009										1	0	0	0	0	0	1			2078-5585	2078-5976		WOS:000271267400003		
J	Kwon, Sun-Dong; Yang, Hee-Dong; Rowley, Chris								The Purchasing Performance of Organizations Using e-Marketplaces								BRITISH JOURNAL OF MANAGEMENT				20	1			106	124		10.1111/j.1467-8551.2007.00555.x				MAR 2009	2009										11	0	0	0	0	0	11			1045-3172	1467-8551		WOS:000262941400008		
J	Rossignoli, Cecilia; Carugati, Andrea; Mola, Lapo				rossignoli, cecilia/K-1196-2015	rossignoli, cecilia/0000-0002-4476-4112; Carugati, Andrea/0000-0003-4611-3513			The strategic mediator: a paradoxical role for a collaborative e-marketplace								ELECTRONIC MARKETS				19	1			55	66		10.1007/s12525-009-0005-3				MAR 2009	2009										9	0	0	0	0	0	9			1019-6781	1422-8890		WOS:000282740500006		
J	Chelariu, Cristian; Sangtani, Vinita								Relational governance in B2B electronic marketplaces: an updated typology								JOURNAL OF BUSINESS & INDUSTRIAL MARKETING				24	1-2			108	117		10.1108/08858620910931721				2009	2009										13	0	0	0	0	0	13			0885-8624	2052-1189		WOS:000264126300011		
B	Holsapple, Clyde W.; Sasidharan, Sharath						Nof, SY		e-Commerce								SPRINGER HANDBOOK OF AUTOMATION								1577	1596		10.1007/978-3-540-78831-7_89	10.1007/978-3-540-78831-7			2009	2009										2	0	0	0	0	0	2					978-3-540-78830-0	WOS:000269494300089		
J	Wang, Shan; Zheng, Shi; Xu, Lida; Li, Dezheng; Meng, Huan					LAPA, ANTONIO/0000-0002-5954-5115			A literature review of electronic marketplace research: Themes, theories and an integrative framework								INFORMATION SYSTEMS FRONTIERS				10	5			555	571		10.1007/s10796-008-9115-2				NOV 2008	2008										35	0	0	0	1	1	35			1387-3326	1572-9419		WOS:000259569600006		
J	Fu, Hsin-Pin; Chao, Pei; Chang, Tien-Hsiang; Chang, Yu-Shuang								The impact of market freedom on the adoption of third-party electronic marketplaces: A fuzzy AHP analysis								INDUSTRIAL MARKETING MANAGEMENT				37	6	SI		698	712		10.1016/j.indmarman.2007.07.001				AUG 2008	2008										20	2	0	0	0	0	20			0019-8501	1873-2062		WOS:000259709100010		
J	Doukidis, Georglos I.; Pramatari, Katerina; Lekakos, Georgios				Doukidis, Georgios/ABI-4443-2020; Pramatari, Katerina/D-5725-2013				OR and the management of electronic services								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				187	3			1296	1309		10.1016/j.ejor.2006.09.014				JUN 16 2008	2008						20th European Conference on Operational Research (EURO XX)20th European Conference on Operational Research (EURO XX)	JUL 04-07, 2004JUL 04-07, 2004		Rhodes Isl, GREECERhodes Isl, GREECE	18	1	0	0	0	0	19			0377-2217	1872-6860		WOS:000252556700040		
J	Gimenez, Cristina; Lourenco, Helena R.				Lourenco, Helena Ramalhinho/C-5738-2008	Lourenco, Helena Ramalhinho/0000-0003-3174-3432			e-SCM: internet's impact on supply chain processes								INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT				19	3			309	343		10.1108/09574090810919189				2008	2008										28	0	0	0	0	0	28			0957-4093	1758-6550		WOS:000209012200002		
J	Nucciarelli, Alberto; Gastaldi, Massimo					Nucciarelli, Alberto/0000-0002-2719-8286; Gastaldi, Massimo/0000-0002-0867-3352			Information technology and collaboration tools within the e-supply chain management of the aviation industry								TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT				20	2			169	184		10.1080/09537320801931309				2008	2008										7	0	0	0	0	0	7			0953-7325	1465-3990		WOS:000254042800002		
B		Grudzewski, WM; Hejduk, IK; Sankowska, A; Wantuchowicz, M							Main Assumptions and Principles in Building Trust Systems								TRUST MANAGEMENT IN VIRTUAL WORK ENVIRONMENTS: A HUMAN FACTORS PERSPECTIVE		Ergonomics Design and Management Theory and Applications						85	136			10.1201/9781420068948			2008	2008										0	0	0	0	0	0	0					978-1-4200-6890-0	WOS:000267472000002		
J	Nachiappan, S. P.; Jawahar, N.				Weller, Matt J/E-8421-2010; , N.Jawahar/AAP-9285-2020; Subramanian, Nachiappan/K-1563-2014	, N.Jawahar/0000-0002-9178-4992; Subramanian, Nachiappan/0000-0003-4076-6433			A genetic algorithm for optimal operating parameters of VMI system in a two-echelon supply chain								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				182	3			1433	1452		10.1016/j.ejor.2006.09.040				NOV 1 2007	2007										65	2	0	0	2	0	67			0377-2217	1872-6860		WOS:000247336400029		
J	Bao, Jie; Lee, Chulung; Lee, Loo Hay				Lee, Chulung/O-6205-2018; Lee, Loo Hay/G-7144-2015	Lee, Chulung/0000-0002-2041-0221; Lee, Loo Hay/0000-0001-9359-0027			The value of electronic marketplace in a perishable product inventory system with auto-correlated demand								OR SPECTRUM				29	4			627	641		10.1007/s00291-006-0073-0				OCT 2007	2007										5	0	0	0	0	0	5			0171-6468	1436-6304		WOS:000248053000004		
J	Nachiappan, S. P.; Jawahar, N.; Arunkumar, A. C.				Subramanian, Nachiappan/K-1563-2014; , N.Jawahar/AAP-9285-2020	Subramanian, Nachiappan/0000-0003-4076-6433; , N.Jawahar/0000-0002-9178-4992			Evolution of operating parameters for multiple vendors multiple buyers vendor managed inventory system with outsourcing								JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION				3	3			597	618						AUG 2007	2007										2	0	0	0	0	0	2			1547-5816	1553-166X		WOS:000249414400014		
J	Son, Jai-Yeol; Benbasat, Izak								Organizational Buyers' adoption and use of B2B electronic marketplaces: Efficiency- and legitimacy-oriented perspectives								JOURNAL OF MANAGEMENT INFORMATION SYSTEMS				24	1			55	99		10.2753/MIS0742-1222240102				SUM 2007	2007										167	1	0	0	3	2	169			0742-1222	1557-928X		WOS:000250674700003		
J	Wang, S.; Archer, N. P.								Electronic marketplace definition and classification: literature review and clarifications								ENTERPRISE INFORMATION SYSTEMS				1	1			89	112		10.1080/17517570601088380				2007	2007										46	0	0	0	0	1	47			1751-7575	1751-7583		WOS:000207466500006		
J	Wang, Yingh; Potter, Andrew; Naim, Mohamed					Wang, Yingli/0000-0001-5630-9558; Potter, Andrew/0000-0002-3157-9735			Electronic marketplaces for tailored logistics								INDUSTRIAL MANAGEMENT & DATA SYSTEMS				107	8			1170	1187		10.1108/02635570710822804				2007	2007										14	0	0	0	0	0	14			0263-5577			WOS:000250283000005		
J	Cullen, Andrea J.; Webster, Margaret								A model of B2B e-commerce, based on connectivity and purpose								INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT				27	2			205	225		10.1108/01443570710720621				2007	2007										30	0	0	0	0	0	30			0144-3577	1758-6593		WOS:000244573700004		
J	Nachiappan, S. P.; Gunasekaran, A.; Jawahar, N.				Subramanian, Nachiappan/K-1563-2014; Weller, Matt J/E-8421-2010; , N.Jawahar/AAP-9285-2020	Subramanian, Nachiappan/0000-0003-4076-6433; , N.Jawahar/0000-0002-9178-4992			Knowledge management system for operating parameters in two-echelon VMI supply chains								INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH				45	11			2479	2505		10.1080/00207540601020478				2007	2007										16	0	0	0	0	0	16			0020-7543	1366-588X		WOS:000246549600006		
J	Lee, L. H.; Lee, C.; Bao, J.				Lee, Chulung/O-6205-2018; Lee, Loo Hay/G-7144-2015	Lee, Chulung/0000-0002-2041-0221; Lee, Loo Hay/0000-0001-9359-0027			Inventory control in the presence of an electronic marketplace								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				174	2			797	815		10.1016/j.ejor.2005.03.018				OCT 16 2006	2006										10	0	0	0	0	0	10			0377-2217	1872-6860		WOS:000239751300008		
J	Kim, Myoung-Soo; Ahn, Jae-Hyeon				Ahn, Jae-Hyeon/C-1561-2011				Comparison of trust sources of an online market-maker in the e-marketplace: Buyer's and seller's perspectives								JOURNAL OF COMPUTER INFORMATION SYSTEMS				47	1			84	94						FAL 2006	2006										35	0	0	0	0	1	35			0887-4417	2380-2057		WOS:000242362800009		
J	Dotoli, M; Fanti, MP; Meloni, C; Zhou, MC				Dotoli, Mariagrazia/AAB-9912-2020	Dotoli, Mariagrazia/0000-0003-1459-3452; FANTI, Maria Pia/0000-0002-8612-1852; MELONI, Carlo/0000-0001-5641-2977			Design and optimization of integrated e-supply chain for agile and environmentally conscious manufacturing								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS				36	1			62	75		10.1109/TSMCA.2005.859189				JAN 2006	2006										76	1	0	0	0	1	77			1083-4427	1558-2426		WOS:000234234900006		
J	Tassabehji, R; Taylor, WA; Beach, R; Wood, A								Reverse e-auctions and supplier-buyer relationships: an exploratory study								INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT				26	1-2			166	184		10.1108/01443570610641657				2006	2006										45	2	0	0	1	1	47			0144-3577	1758-6593		WOS:000236567500010		
J	Fu, Hsin-Pin; Ho, Yung-Ching; Chen, Roger C. Y.; Chang, Tien-Hsiang; Chien, Pei-Hsiang								Factors affecting the adoption of electronic marketplaces - A fuzzy AHP analysis								INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT				26	11-12			1301	1324		10.1108/01443570610710560				2006	2006										39	2	0	0	0	0	40			0144-3577	1758-6593		WOS:000241963300009		
J	Manouselis, Nikos; Costopoulou, Constantina								Quality in metadata: a schema for e-commerce								ONLINE INFORMATION REVIEW				30	3			217	237		10.1108/14684520610675762				2006	2006										6	0	0	0	0	0	6			1468-4527	1468-4535		WOS:000239526000002		
J	Gengatharen, DE; Standing, C				Gengatharen, Denise E/N-7169-2018	Gengatharen, Denise E/0000-0003-3412-3028			A framework to assess the factors affecting success or failure of the implementation of government-supported regional e-marketplaces for SMEs								EUROPEAN JOURNAL OF INFORMATION SYSTEMS				14	4			417	433		10.1057/palgrave.ejis.3000551				DEC 2005	2005										54	0	0	0	0	0	54			0960-085X			WOS:000233452000009		
J	Choi, YJ; Suh, CS								The death of physical distance: An economic analysis of the emergence of electronic marketplaces								PAPERS IN REGIONAL SCIENCE				84	4			597	614		10.1111/j.1435-5957.2005.00037.x				NOV 2005	2005										4	0	0	0	0	0	4			1056-8190	1435-5957		WOS:000234440100004		
J	Abdel-Malek, L; Kullpattaranirun, T; Nanthavanij, S								A framework for comparing outsourcing strategies in multi-layered supply chains								INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS				97	3			318	328		10.1016/j.ijpe.2004.09.001				SEP 18 2005	2005										27	0	0	0	0	0	27			0925-5273	1873-7579		WOS:000230288000006		
J	Gunasekaran, A; Ngai, EWT				Ngai, Eric/ABC-2167-2020; Ngai, Eric/L-8152-2015	Ngai, Eric/0000-0002-7278-7434; NGAI, WT Eric/0000-0001-6891-6750			Build-to-order supply chain management: a literature review and framework for development								JOURNAL OF OPERATIONS MANAGEMENT				23	5			423	451		10.1016/j.jom.2004.10.005				JUL 2005	2005										278	10	1	0	0	2	288			0272-6963	1873-1317		WOS:000230519900002		
J	Choi, SH; Cho, YH								An utility range-based similar product recommendation algorithm for collaborative companies								EXPERT SYSTEMS WITH APPLICATIONS				27	4			549	557		10.1016/j.eswa.2004.05.017				NOV 2004	2004										13	0	0	0	0	0	13			0957-4174	1873-6793		WOS:000224018900004		
J	Buyukozkan, G				Buyukozkan, Gulcin/AAC-8046-2020	Buyukozkan, Gulcin/0000-0002-2112-3574			A success index to evaluate e-Marketplaces								PRODUCTION PLANNING & CONTROL				15	7			761	774		10.1080/09537280412331298157				OCT 2004	2004										8	0	0	0	0	0	8			0953-7287	1366-5871		WOS:000225299300013		
J	Gunasekaran, A; Sarkis, J; Sundarraj, RP; Burn, JM				Sarkis, Joseph/F-4508-2014	Sarkis, Joseph/0000-0003-0143-804X			E-commerce enabled manufacturing operations: issues and analysis								INFORMATION SYSTEMS JOURNAL				14	2			87	91		10.1111/j.1365-2575.2004.00164.x				APR 2004	2004										1	0	0	0	0	0	1			1350-1917	1365-2575		WOS:000220737800001		
J	Kim, JI; Shunk, DL								Matching indirect procurement process with different B2B e-procurement systems								COMPUTERS IN INDUSTRY				53	2			153	164		10.1016/j.compind.2003.07.002				FEB 2004	2004										28	0	0	0	0	0	28			0166-3615	1872-6194		WOS:000188979400003		
J	Buyukozkan, G				Buyukozkan, Gulcin/AAC-8046-2020	Buyukozkan, Gulcin/0000-0002-2112-3574			Multi-criteria decision making for e-marketplace selection								INTERNET RESEARCH				14	2			139	154		10.1108/10662240410530853				2004	2004										61	0	0	0	0	0	61			1066-2243			WOS:000221586500004		
J	Folinas, D; Manthou, V; Sigala, M; Vlachopoulou, M				chiu, takeung/A-2046-2013; Sigala, Marianna/J-4169-2015	Sigala, Marianna/0000-0001-8997-2292			E-volution of a supply chain: cases and best practices								INTERNET RESEARCH				14	4			274	283		10.1108/10662240410555298				2004	2004										24	0	0	0	0	0	24			1066-2243			WOS:000224331200002		
